respondent_id,interview_examination,gender,age_years,age_months_sc_0_2yr,race,six_month_period,age_months_ex_0_19yr,served_active_duty_us,served_active_duty_foreign,born_usa,citizen_usa,time_in_us,education_youth,education,marital_status,pregnant,language_english,household_income
73557,both interview and exam,male,69,NA,black,1,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,3,separated,NA,TRUE,17500
73558,both interview and exam,male,54,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,40000
73559,both interview and exam,male,72,NA,white,2,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,4,married,NA,TRUE,70000
73560,both interview and exam,male,9,NA,white,1,119,NA,NA,TRUE,TRUE,NA,3,NA,NA,NA,TRUE,60000
73561,both interview and exam,female,73,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
73562,both interview and exam,male,56,NA,mexican american,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,60000
73563,both interview and exam,male,0,5,white,2,6,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
73564,both interview and exam,female,61,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,widowed,NA,TRUE,70000
73565,interview only,male,42,NA,other hispanic,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,100000
73566,both interview and exam,female,56,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,17500
73567,both interview and exam,male,65,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,widowed,NA,TRUE,12500
73568,both interview and exam,female,26,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,no,TRUE,100000
73569,interview only,female,0,10,other,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA
73570,both interview and exam,female,9,NA,other,1,109,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,22500
73571,both interview and exam,male,76,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,87500
73572,both interview and exam,female,10,NA,black,1,125,NA,NA,TRUE,TRUE,NA,3,NA,NA,NA,TRUE,7500
73573,both interview and exam,male,10,NA,black,1,128,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,50000
73574,both interview and exam,female,33,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,12.5,NA,5,married,no,TRUE,50000
73575,both interview and exam,male,1,18,black,1,19,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
73576,both interview and exam,male,16,NA,black,2,194,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,TRUE,50000
73577,both interview and exam,male,32,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,12.5,NA,1,living_with_partner,NA,FALSE,22500
73578,both interview and exam,male,18,NA,mexican american,1,218,FALSE,NA,TRUE,TRUE,NA,14,NA,NA,NA,TRUE,22500
73579,both interview and exam,female,12,NA,white,2,147,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,70000
73580,both interview and exam,female,38,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,no,TRUE,NA
73581,both interview and exam,male,50,NA,asian,1,NA,FALSE,NA,FALSE,FALSE,12.5,NA,5,married,NA,TRUE,100000
73582,both interview and exam,female,23,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,yes,TRUE,12500
73583,both interview and exam,female,7,NA,white,2,86,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,100000
73584,both interview and exam,male,13,NA,white,2,158,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,60000
73585,both interview and exam,male,28,NA,asian,2,NA,TRUE,TRUE,FALSE,TRUE,25,NA,4,married,NA,TRUE,40000
73586,both interview and exam,female,4,NA,asian,1,58,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
73587,both interview and exam,male,14,NA,asian,1,174,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,TRUE,100000
73588,both interview and exam,male,11,NA,black,1,140,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,30000
73589,both interview and exam,male,35,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,22500
73590,both interview and exam,male,2,NA,mexican american,1,30,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,22500
73591,both interview and exam,male,6,NA,white,1,76,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,100000
73592,both interview and exam,male,29,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,NA,TRUE,NA
73593,both interview and exam,male,3,NA,white,2,47,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
73594,both interview and exam,male,23,NA,other hispanic,2,NA,FALSE,NA,FALSE,FALSE,7.5,NA,1,never_married,NA,FALSE,22500
73595,both interview and exam,male,58,NA,other hispanic,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,4,married,NA,TRUE,50000
73596,both interview and exam,female,57,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,35,NA,5,married,NA,TRUE,100000
73597,both interview and exam,female,50,NA,black,1,NA,TRUE,FALSE,FALSE,TRUE,35,NA,4,living_with_partner,NA,TRUE,100000
73598,both interview and exam,male,20,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,living_with_partner,NA,TRUE,NA
73599,both interview and exam,female,13,NA,white,2,161,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,50000
73600,both interview and exam,male,37,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,22500
73601,both interview and exam,male,12,NA,mexican american,1,149,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,87500
73602,both interview and exam,male,3,NA,other hispanic,2,49,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA
73603,both interview and exam,male,35,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,3,NA,5,married,NA,TRUE,87500
73604,both interview and exam,female,69,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,NA,TRUE,70000
73605,both interview and exam,male,13,NA,white,1,158,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,100000
73606,both interview and exam,male,16,NA,white,1,199,NA,NA,TRUE,TRUE,NA,10,NA,NA,NA,TRUE,87500
73607,both interview and exam,male,75,NA,white,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,3,married,NA,TRUE,17500
73608,both interview and exam,male,3,NA,asian,1,39,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
73609,both interview and exam,female,11,NA,mexican american,1,140,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,FALSE,30000
73610,both interview and exam,male,43,NA,white,2,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,5,married,NA,TRUE,70000
73611,both interview and exam,female,3,NA,other hispanic,2,43,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,22500
73612,both interview and exam,female,6,NA,asian,1,76,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,40000
73613,both interview and exam,female,60,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,100000
73614,both interview and exam,female,55,NA,white,2,NA,FALSE,NA,FALSE,TRUE,55,NA,3,widowed,NA,TRUE,22500
73615,both interview and exam,female,65,NA,other hispanic,2,NA,FALSE,NA,FALSE,TRUE,45,NA,1,widowed,NA,FALSE,12500
73616,both interview and exam,female,62,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,100000
73617,both interview and exam,male,6,NA,mexican american,2,79,NA,NA,FALSE,TRUE,3,1,NA,NA,NA,FALSE,17500
73618,both interview and exam,female,54,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,12500
73619,both interview and exam,female,36,NA,mexican american,2,NA,FALSE,NA,FALSE,FALSE,17.5,NA,3,divorced,no,FALSE,12500
73620,both interview and exam,female,3,NA,white,2,45,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
73621,both interview and exam,male,80,NA,white,2,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,5,married,NA,TRUE,87500
73622,both interview and exam,male,72,NA,white,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,5,married,NA,TRUE,87500
73623,both interview and exam,male,32,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,87500
73624,both interview and exam,female,31,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,1,living_with_partner,yes,TRUE,17500
73625,interview only,male,13,NA,mexican american,NA,NA,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,FALSE,NA
73626,both interview and exam,female,72,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,17500
73627,both interview and exam,male,0,0,asian,1,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
73628,both interview and exam,male,80,NA,white,1,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,4,widowed,NA,TRUE,40000
73629,both interview and exam,female,26,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,87500
73630,both interview and exam,male,13,NA,asian,1,166,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,100000
73631,both interview and exam,female,56,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,divorced,NA,TRUE,7500
73632,both interview and exam,male,23,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,7.5,NA,1,married,NA,FALSE,40000
73633,both interview and exam,female,43,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,no,TRUE,87500
73634,interview only,male,65,NA,black,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,widowed,NA,TRUE,30000
73635,both interview and exam,female,4,NA,mexican american,1,50,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
73636,both interview and exam,female,1,23,mexican american,2,23,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
73637,both interview and exam,female,2,NA,white,2,25,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,7500
73638,both interview and exam,female,63,NA,other,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,widowed,NA,TRUE,30000
73639,both interview and exam,male,71,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,40000
73640,both interview and exam,female,67,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,30000
73641,both interview and exam,female,64,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,7500
73642,both interview and exam,female,57,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,50000
73643,both interview and exam,male,62,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,35,NA,4,married,NA,TRUE,2500
73644,both interview and exam,male,8,NA,other,2,103,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,40000
73645,both interview and exam,female,54,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,100000
73646,both interview and exam,male,4,NA,mexican american,1,52,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
73647,both interview and exam,female,61,NA,other hispanic,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,70000
73648,both interview and exam,female,16,NA,black,2,200,NA,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,100000
73649,interview only,male,3,NA,white,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,7500
73650,both interview and exam,male,6,NA,other,1,77,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,70000
73651,both interview and exam,female,6,NA,black,2,75,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,60000
73652,both interview and exam,female,54,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,60000
73653,both interview and exam,female,10,NA,black,1,124,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,12500
73654,both interview and exam,male,46,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,1,never_married,NA,TRUE,17500
73655,both interview and exam,male,44,NA,black,1,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,3,married,NA,TRUE,50000
73656,both interview and exam,male,54,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
73657,both interview and exam,female,19,NA,mexican american,2,234,FALSE,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,40000
73658,both interview and exam,male,35,NA,asian,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
73659,both interview and exam,female,70,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,widowed,NA,TRUE,30000
73660,both interview and exam,male,59,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,7.5,NA,5,married,NA,TRUE,40000
73661,both interview and exam,male,25,NA,black,1,NA,FALSE,NA,FALSE,TRUE,NA,NA,4,never_married,NA,TRUE,40000
73662,both interview and exam,male,39,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,NA,TRUE,12500
73663,both interview and exam,male,25,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,100000
73664,both interview and exam,female,5,NA,mexican american,1,62,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
73665,both interview and exam,male,59,NA,mexican american,2,NA,FALSE,NA,FALSE,FALSE,NA,NA,1,separated,NA,FALSE,2500
73666,both interview and exam,male,70,NA,asian,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,60000
73667,both interview and exam,male,24,NA,white,2,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,4,living_with_partner,NA,TRUE,17500
73668,both interview and exam,female,30,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,50000
73669,both interview and exam,male,4,NA,black,2,52,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,22500
73670,both interview and exam,female,71,NA,mexican american,2,NA,FALSE,NA,FALSE,FALSE,55,NA,1,widowed,NA,FALSE,12500
73671,both interview and exam,male,49,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,NA,TRUE,12500
73672,both interview and exam,male,73,NA,white,2,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,4,married,NA,TRUE,87500
73673,both interview and exam,male,45,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
73674,both interview and exam,female,45,NA,white,2,NA,FALSE,NA,FALSE,TRUE,35,NA,5,married,NA,TRUE,NA
73675,both interview and exam,male,29,NA,asian,1,NA,FALSE,NA,FALSE,FALSE,7.5,NA,3,married,NA,TRUE,17500
73676,both interview and exam,male,44,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,70000
73677,both interview and exam,female,61,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,100000
73678,both interview and exam,male,51,NA,white,2,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,2,married,NA,TRUE,30000
73679,both interview and exam,female,1,23,mexican american,1,23,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,40000
73680,both interview and exam,male,12,NA,white,2,151,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,50000
73681,both interview and exam,female,9,NA,black,2,118,NA,NA,TRUE,TRUE,NA,3,NA,NA,NA,TRUE,30000
73682,both interview and exam,female,3,NA,black,1,38,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,7500
73683,both interview and exam,female,2,NA,other,2,34,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,50000
73684,both interview and exam,male,64,NA,asian,2,NA,FALSE,NA,FALSE,TRUE,35,NA,5,married,NA,TRUE,100000
73685,both interview and exam,female,0,1,other,2,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
73686,both interview and exam,female,7,NA,mexican american,2,92,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,22500
73687,both interview and exam,male,8,NA,white,1,99,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,17500
73688,both interview and exam,male,58,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,70000
73689,interview only,male,54,NA,white,NA,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
73690,both interview and exam,female,77,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,50000
73691,both interview and exam,male,14,NA,white,2,171,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,50000
73692,both interview and exam,male,65,NA,other hispanic,1,NA,FALSE,NA,FALSE,FALSE,25,NA,3,married,NA,FALSE,30000
73693,both interview and exam,female,78,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,divorced,NA,TRUE,7500
73694,both interview and exam,female,66,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,70000
73695,interview only,female,79,NA,white,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,60000
73696,both interview and exam,female,8,NA,white,1,100,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,NA
73697,both interview and exam,female,57,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,50000
73698,both interview and exam,male,23,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,NA,TRUE,60000
73699,both interview and exam,male,20,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,NA,TRUE,NA
73700,both interview and exam,male,0,10,mexican american,2,11,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
73701,both interview and exam,male,47,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,12.5,NA,5,married,NA,TRUE,100000
73702,both interview and exam,female,48,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,60000
73703,both interview and exam,female,38,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,17.5,NA,2,married,no,FALSE,NA
73704,both interview and exam,female,8,NA,white,2,104,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,40000
73705,both interview and exam,male,10,NA,white,1,124,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,100000
73706,both interview and exam,male,54,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,30000
73707,both interview and exam,male,45,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,NA,TRUE,NA
73708,both interview and exam,male,69,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
73709,both interview and exam,male,64,NA,black,1,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,3,married,NA,TRUE,30000
73710,both interview and exam,male,2,NA,white,1,25,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,17500
73711,both interview and exam,male,5,NA,mexican american,2,67,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,17500
73712,both interview and exam,male,18,NA,asian,1,224,FALSE,NA,TRUE,TRUE,NA,14,NA,NA,NA,TRUE,100000
73713,both interview and exam,male,3,NA,mexican american,1,40,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA
73714,both interview and exam,female,29,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,no,TRUE,100000
73715,both interview and exam,female,38,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,no,TRUE,60000
73716,both interview and exam,male,25,NA,white,2,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,50000
73717,both interview and exam,male,78,NA,black,2,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,3,widowed,NA,TRUE,40000
73718,both interview and exam,male,53,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,22500
73719,both interview and exam,female,11,NA,mexican american,2,142,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,30000
73720,both interview and exam,male,48,NA,black,2,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,3,married,NA,TRUE,60000
73721,interview only,female,80,NA,white,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,30000
73722,both interview and exam,female,80,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,widowed,NA,TRUE,40000
73723,both interview and exam,male,77,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,100000
73724,both interview and exam,male,26,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,NA,TRUE,NA
73725,both interview and exam,female,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,widowed,NA,TRUE,50000
73726,both interview and exam,female,67,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,50000
73727,both interview and exam,female,3,NA,black,1,44,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,7500
73728,both interview and exam,male,16,NA,white,2,196,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,TRUE,100000
73729,both interview and exam,male,46,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,60000
73730,both interview and exam,male,48,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,NA,TRUE,30000
73731,both interview and exam,male,12,NA,other,1,154,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,100000
73732,both interview and exam,male,80,NA,white,2,NA,FALSE,NA,FALSE,TRUE,55,NA,3,married,NA,TRUE,50000
73733,both interview and exam,female,23,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,no,TRUE,NA
73734,both interview and exam,female,5,NA,black,1,66,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,2500
73735,both interview and exam,female,29,NA,other hispanic,2,NA,FALSE,NA,FALSE,TRUE,NA,NA,1,never_married,no,FALSE,2500
73736,both interview and exam,male,55,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,NA
73737,interview only,female,30,NA,other,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,unable to ascertain,TRUE,70000
73738,both interview and exam,male,29,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,100000
73739,both interview and exam,female,46,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,NA,TRUE,30000
73740,both interview and exam,female,57,NA,asian,1,NA,FALSE,NA,FALSE,FALSE,25,NA,4,married,NA,TRUE,60000
73741,both interview and exam,female,47,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,25,NA,1,married,NA,FALSE,NA
73742,both interview and exam,female,11,NA,other,2,135,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,40000
73743,interview only,male,0,11,mexican american,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
73744,both interview and exam,female,0,9,white,2,10,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,17500
73745,both interview and exam,male,7,NA,other,2,88,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,12500
73746,both interview and exam,female,64,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,widowed,NA,TRUE,12500
73747,both interview and exam,female,80,NA,other hispanic,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,87500
73748,both interview and exam,male,0,10,black,1,11,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,50000
73749,both interview and exam,male,29,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,NA
73750,both interview and exam,male,9,NA,other,1,111,NA,NA,FALSE,TRUE,7.5,3,NA,NA,NA,TRUE,40000
73751,both interview and exam,female,61,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,separated,NA,TRUE,12500
73752,both interview and exam,female,8,NA,white,2,107,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,60000
73753,both interview and exam,female,11,NA,white,1,138,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,50000
73754,both interview and exam,male,15,NA,mexican american,2,190,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,FALSE,17500
73755,both interview and exam,male,75,NA,mexican american,2,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,2,widowed,NA,TRUE,40000
73756,both interview and exam,male,56,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,NA
73757,both interview and exam,female,29,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,no,TRUE,87500
73758,both interview and exam,female,15,NA,white,2,188,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,TRUE,100000
73759,both interview and exam,female,9,NA,mexican american,2,117,NA,NA,TRUE,TRUE,NA,3,NA,NA,NA,TRUE,40000
73760,both interview and exam,male,64,NA,white,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,22500
73761,both interview and exam,male,17,NA,mexican american,1,214,FALSE,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,12500
73762,both interview and exam,male,3,NA,other hispanic,2,48,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,70000
73763,both interview and exam,female,31,NA,other hispanic,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,no,TRUE,2500
73764,both interview and exam,male,13,NA,asian,2,159,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,70000
73765,both interview and exam,male,54,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,12500
73766,both interview and exam,female,75,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,22500
73767,both interview and exam,female,35,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,7.5,NA,5,married,no,TRUE,100000
73768,both interview and exam,female,4,NA,asian,2,56,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
73769,both interview and exam,male,42,NA,other hispanic,2,NA,FALSE,NA,NA,NA,NA,NA,5,divorced,NA,TRUE,NA
73770,both interview and exam,female,50,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,87500
73771,both interview and exam,male,0,3,white,2,5,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
73772,both interview and exam,female,21,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,100000
